version,caseid,profile_gender,profile_age,profile_racethnicity,profile_educ5,profile_marital,profile_employ,profile_income,profile_state,profile_region4,profile_region9,profile_metro,profile_internet,profile_housing,profile_home_type,profile_phoneservice,profile_hhsize,profile_hh01,profile_hh25,profile_hh612,profile_hh1317,profile_hh18ov,profile_genhealth,profile_veteran,profile_lgbt,profile_relig,profile_born,profile_lang_other1,profile_newstv,profile_newsradio,profile_newsonline,profile_newsmobile,profile_newskeepup,profile_socmedia1_t,profile_socmedia1_f,profile_socmedia1_i,profile_socmedia1_s,profile_socmedia2_t,profile_socmedia2_f,profile_socmedia2_i,profile_socmedia2_s,profile_hl032,w1congdist,w2congdist,vote20d1
ANES 2020-22 Social Media Study 20230705,4823,2,27,1,3,6,1,11,AZ,4,8,1,1,1,1,4,3,0,1,0,0,2,5,2,2,11,-1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,AZ - Congressional District 8,AZ - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,4824,1,33,4,3,5,1,4,CA,4,9,1,0,2,1,4,2,0,0,0,0,2,4,2,3,11,-1,2,1,2,1,1,2,1,1,1,2,1,1,1,-1,1,CA - Congressional District 16,CA - Congressional District 16,1
ANES 2020-22 Social Media Study 20230705,4825,1,76,1,4,3,5,10,FL,3,5,1,1,1,1,1,1,0,0,0,0,1,3,2,2,14,2,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 2,FL - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4826,1,47,1,3,6,1,5,NY,1,2,1,0,2,3,4,3,0,0,1,0,2,4,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,-1,-1,1,NY - Congressional District 23,NY - Congressional District 23,3
ANES 2020-22 Social Media Study 20230705,4827,1,63,1,5,1,1,14,HI,4,9,1,1,1,2,4,6,0,0,0,0,4,5,2,2,14,2,2,2,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,HI - Congressional District 2,HI - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4828,2,34,3,3,1,2,10,CA,4,9,1,1,1,1,2,6,0,1,0,1,4,4,2,2,2,2,1,1,1,1,1,1,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 14,CA - Congressional District 14,2
ANES 2020-22 Social Media Study 20230705,4829,1,75,1,4,1,5,14,FL,3,5,1,1,1,1,3,2,0,0,0,0,2,4,1,2,11,-1,2,2,2,1,2,1,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 19,FL - Congressional District 19,1
ANES 2020-22 Social Media Study 20230705,4830,1,76,1,4,1,5,16,HI,4,9,1,1,1,3,4,2,0,0,0,0,2,3,1,2,2,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,HI - Congressional District 1,HI - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4831,2,32,1,5,5,1,13,TX,3,7,1,1,2,3,4,1,0,0,0,0,1,5,2,2,14,2,1,1,2,1,2,1,1,1,2,2,1,1,-1,-1,1,TX - Congressional District 7,TX - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,4832,1,58,1,1,1,6,7,MI,2,3,0,0,1,1,4,2,0,0,0,0,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,-1,1,-1,-1,1,MI - Congressional District 6,MI - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,4833,2,35,2,4,5,3,15,MI,2,3,1,1,2,2,4,6,0,0,4,1,2,5,2,2,12,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,MI - Congressional District 8,MI - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,4834,1,26,4,4,5,1,13,IL,2,3,1,1,1,3,4,5,0,0,0,0,4,4,2,2,2,2,1,-1,-1,-1,-1,-1,2,2,2,1,-1,-1,-1,-1,-1,IL - Congressional District 7,IL - Congressional District 7,3
ANES 2020-22 Social Media Study 20230705,4835,2,61,1,3,1,1,16,RI,1,1,1,1,1,1,2,2,0,0,0,0,2,5,2,2,2,2,2,1,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,RI - Congressional District 2,RI - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4836,1,21,1,3,5,2,10,MN,2,4,1,1,1,1,4,4,0,0,0,0,1,5,2,2,11,-1,2,2,2,1,1,3,2,2,2,2,-1,-1,-1,-1,1,MN - Congressional District 4,MN - Congressional District 4,3
ANES 2020-22 Social Media Study 20230705,4837,2,78,1,5,2,5,10,SC,3,5,1,1,1,1,3,2,0,0,0,0,2,3,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,-1,-1,1,AL - Congressional District 6,AL - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,4838,1,65,4,5,1,1,13,CA,4,9,1,1,1,1,2,3,0,0,0,0,3,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 41,CA - Congressional District 41,2
ANES 2020-22 Social Media Study 20230705,4839,2,25,1,3,1,1,12,IN,2,3,0,0,2,2,4,4,0,1,1,0,2,2,2,2,12,1,1,2,2,2,2,3,2,1,2,2,-1,1,-1,-1,1,-7,IN - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4840,2,68,4,3,2,5,3,AZ,4,8,1,0,2,1,4,1,0,0,0,0,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,-1,1,AZ - Congressional District 2,AZ - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4841,2,39,1,3,1,7,10,FL,3,5,1,1,2,1,2,6,0,0,1,1,3,4,2,2,12,2,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,FL - Congressional District 15,FL - Congressional District 15,1
ANES 2020-22 Social Media Study 20230705,4842,2,66,1,2,1,5,13,DE,3,5,1,1,1,1,3,2,0,0,0,0,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,-1,1,-1,-1,1,DE - Congressional District (at Large),DE - Congressional District (at Large),1
ANES 2020-22 Social Media Study 20230705,4843,1,59,1,2,1,1,13,IA,2,4,0,0,1,1,4,2,0,0,0,0,1,4,2,2,1,1,1,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,IA - Congressional District 4,IA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,4844,2,62,1,4,1,5,12,ID,4,8,0,1,1,1,4,2,0,0,0,0,1,4,2,2,14,1,2,1,2,1,2,2,2,2,2,2,-1,-1,-1,-1,1,ID - Congressional District 2,ID - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4845,1,53,1,4,1,1,15,HI,4,9,0,1,1,1,2,5,0,0,0,0,1,3,2,2,12,2,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,HI - Congressional District 2,HI - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4846,1,32,1,3,3,1,7,AZ,4,8,1,1,1,1,4,4,0,0,2,0,2,4,1,2,10,-1,2,2,2,1,1,2,2,1,1,2,-1,1,1,-1,2,AZ - Congressional District 4,AZ - Congressional District 4,1
ANES 2020-22 Social Media Study 20230705,4847,2,68,1,5,1,5,15,MN,2,4,1,1,1,1,2,2,0,0,0,0,2,4,2,2,2,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MN - Congressional District 6,MN - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,4848,2,42,1,3,4,6,9,OK,3,7,1,0,2,1,4,1,0,0,0,0,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,2,OK - Congressional District 3,-6,2
ANES 2020-22 Social Media Study 20230705,4849,1,58,1,4,1,1,18,IN,2,3,1,1,1,1,2,3,0,0,0,1,2,5,2,2,11,-1,2,1,2,1,1,1,2,2,2,2,-1,-1,-1,-1,1,IN - Congressional District 3,IN - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,4850,2,79,2,3,4,5,13,CA,4,9,1,1,2,1,2,3,0,0,0,0,3,2,2,2,1,1,2,1,2,2,2,3,-7,1,-7,-7,-1,2,-1,-1,1,CA - Congressional District 31,CA - Congressional District 31,2
ANES 2020-22 Social Media Study 20230705,4851,1,67,1,2,1,5,13,IL,2,3,1,1,1,1,4,3,0,0,0,0,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,2,IL - Congressional District 14,IL - Congressional District 14,1
ANES 2020-22 Social Media Study 20230705,4852,2,41,1,5,1,6,10,AZ,4,8,1,0,2,1,4,6,0,0,2,1,3,2,2,2,11,-1,2,2,2,2,2,3,2,1,1,1,-1,1,1,1,1,AZ - Congressional District 4,-6,1
ANES 2020-22 Social Media Study 20230705,4853,2,53,1,3,6,2,11,TN,3,6,0,0,1,1,3,4,0,0,0,0,4,2,2,1,12,1,-1,-1,-1,-1,-1,-1,2,1,2,2,-1,-1,-1,-1,1,TN - Congressional District 4,-6,1
ANES 2020-22 Social Media Study 20230705,4854,2,31,1,3,6,2,11,IL,2,3,1,1,2,1,4,5,0,0,0,0,4,3,2,3,11,-1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,IL - Congressional District 14,IL - Congressional District 14,1
ANES 2020-22 Social Media Study 20230705,4855,1,73,1,4,1,2,14,KY,3,6,0,1,1,1,3,2,0,0,0,0,2,5,2,2,1,2,2,2,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,KY - Congressional District 5,KY - Congressional District 5,3
ANES 2020-22 Social Media Study 20230705,4856,2,64,1,3,3,5,4,CO,4,8,1,1,2,2,4,2,0,0,0,0,2,2,2,2,12,2,2,2,2,1,-7,1,2,2,2,2,-1,-1,-1,-1,1,CO - Congressional District 4,CO - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,4857,2,63,1,5,1,1,16,IL,2,3,1,1,1,1,2,3,0,0,0,0,3,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,IL - Congressional District 6,IL - Congressional District 6,1
ANES 2020-22 Social Media Study 20230705,4858,1,20,2,2,5,4,7,GA,3,5,0,1,2,1,4,5,0,0,0,1,3,5,2,2,12,2,2,2,2,2,2,3,1,1,1,1,1,2,2,1,1,GA - Congressional District 12,-6,4
ANES 2020-22 Social Media Study 20230705,4859,1,58,1,3,5,6,6,NE,2,4,1,1,1,3,1,2,0,0,0,0,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,-1,1,1,-1,1,NE - Congressional District 1,NE - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4860,1,62,1,2,1,6,7,OH,2,3,1,1,1,1,2,3,0,0,0,0,3,2,1,2,2,2,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,OH - Congressional District 1,OH - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4861,1,29,1,3,5,2,15,UT,4,8,1,1,1,1,4,4,0,0,0,0,4,3,2,2,14,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,UT - Congressional District 4,UT - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,4862,1,61,1,3,1,1,11,OH,2,3,0,1,1,1,1,2,0,0,0,0,2,4,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,-1,1,OH - Congressional District 14,OH - Congressional District 14,1
ANES 2020-22 Social Media Study 20230705,4863,1,34,1,5,1,1,16,MD,3,5,1,1,2,3,4,2,0,0,0,0,2,4,2,2,9,-1,2,2,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,MD - Congressional District 8,MD - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,4864,1,49,1,5,1,1,15,CA,4,9,1,1,2,1,2,2,0,0,0,0,2,2,2,2,9,-1,2,2,2,1,1,1,2,1,2,2,-1,2,-1,-1,1,CA - Congressional District 22,CA - Congressional District 22,4
ANES 2020-22 Social Media Study 20230705,4865,2,29,1,3,1,1,8,MN,2,4,0,1,1,1,4,5,0,2,0,0,3,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,-1,1,1,-1,1,MN - Congressional District 1,MN - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4866,1,52,1,3,1,5,15,IN,2,3,1,1,1,3,4,2,0,0,0,0,2,4,2,2,11,-1,2,2,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,IN - Congressional District 7,IN - Congressional District 7,2
ANES 2020-22 Social Media Study 20230705,4867,1,77,1,4,1,6,14,AL,3,6,0,1,1,1,4,2,0,0,0,0,1,3,1,2,2,2,2,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,AL - Congressional District 3,AL - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4868,1,62,1,3,6,1,15,FL,3,5,1,1,1,4,2,4,0,0,0,0,4,3,2,2,9,-1,1,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,FL - Congressional District 15,FL - Congressional District 15,2
ANES 2020-22 Social Media Study 20230705,4869,1,57,1,2,1,1,13,MI,2,3,0,1,1,1,3,2,0,0,0,0,2,3,1,2,2,2,2,1,2,2,1,1,2,2,2,2,-1,-1,-1,-1,1,MI - Congressional District 1,MI - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4870,1,66,1,4,1,1,16,CA,4,9,1,1,1,1,3,3,0,0,0,0,1,4,2,2,1,1,2,1,2,1,1,2,2,2,2,2,-1,-1,-1,-1,1,CA - Congressional District 10,CA - Congressional District 10,3
ANES 2020-22 Social Media Study 20230705,4871,2,42,1,3,1,4,7,KS,2,4,0,1,2,1,4,5,0,0,1,0,4,2,2,2,12,1,2,1,1,2,2,2,2,1,2,1,-1,1,-1,1,2,KS - Congressional District 2,KS - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,4873,2,54,1,4,1,1,13,CO,4,8,1,1,1,1,2,6,0,0,2,0,4,5,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,CO - Congressional District 5,CO - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,4874,1,60,3,4,1,1,13,IN,2,3,0,1,1,1,4,3,0,0,0,0,3,4,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,-7,-7,-1,1,IN - Congressional District 3,IN - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4875,2,28,1,1,1,7,17,TX,3,7,1,1,2,3,4,5,0,1,2,0,2,4,2,2,2,2,1,1,1,1,1,4,2,1,1,1,-1,1,1,1,1,TX - Congressional District 14,-6,3
ANES 2020-22 Social Media Study 20230705,4876,2,61,1,5,1,5,14,CA,4,9,0,1,1,1,4,2,0,0,0,0,1,4,2,2,11,-1,2,1,2,1,1,3,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 2,CA - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4877,1,67,3,3,3,5,5,NV,4,8,1,0,2,3,4,3,0,2,0,0,1,4,1,2,11,-1,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,NV - Congressional District 4,-6,1
ANES 2020-22 Social Media Study 20230705,4878,2,79,1,3,3,5,8,TN,3,6,0,1,1,1,4,1,0,0,0,0,1,3,2,2,1,1,2,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,TN - Congressional District 8,-6,2
ANES 2020-22 Social Media Study 20230705,4879,2,67,1,4,1,2,7,FL,3,5,1,1,1,1,4,2,0,0,0,0,2,2,2,3,1,1,2,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,FL - Congressional District 21,FL - Congressional District 21,1
ANES 2020-22 Social Media Study 20230705,4880,1,56,1,4,3,4,15,CA,4,9,1,1,2,3,4,1,0,0,0,0,1,4,2,2,14,-1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,CA - Congressional District 33,CA - Congressional District 33,2
ANES 2020-22 Social Media Study 20230705,4881,1,56,1,3,1,1,16,OH,2,3,0,1,1,1,4,6,0,0,0,1,4,3,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,2,-1,-1,1,OH - Congressional District 5,OH - Congressional District 5,1
ANES 2020-22 Social Media Study 20230705,4882,1,30,2,3,5,1,8,OH,2,3,1,1,1,1,4,1,0,0,0,0,1,5,2,2,14,2,2,2,2,2,2,3,1,1,1,1,2,1,2,2,2,OH - Congressional District 9,OH - Congressional District 9,2
ANES 2020-22 Social Media Study 20230705,4883,2,29,1,4,5,1,10,VA,3,5,1,1,2,1,4,2,0,0,0,0,1,3,2,2,10,-1,2,2,2,1,1,3,2,1,1,1,-1,1,1,1,1,VA - Congressional District 4,VA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,4884,2,44,4,5,5,1,13,IL,2,3,1,0,1,1,4,1,0,0,0,0,1,2,2,2,14,2,1,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 8,IL - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,4885,1,25,2,3,3,1,1,MS,3,6,0,1,3,3,3,4,0,0,0,0,4,5,2,2,11,-1,2,2,2,2,1,3,1,1,1,2,2,2,2,-1,1,MS - Congressional District 2,MS - Congressional District 2,3
ANES 2020-22 Social Media Study 20230705,4886,2,22,3,3,1,7,3,OK,3,7,1,0,1,3,4,4,0,0,0,0,4,5,2,3,10,-1,2,2,2,2,2,4,2,1,1,1,-1,1,2,1,1,OK - Congressional District 2,OK - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4887,1,30,1,3,6,1,8,AZ,4,8,1,1,2,1,4,5,0,0,0,0,4,4,2,2,11,-1,2,1,1,1,1,2,2,1,1,1,-1,1,1,1,1,AZ - Congressional District 3,AZ - Congressional District 3,1
ANES 2020-22 Social Media Study 20230705,4888,1,63,4,2,3,6,1,WI,2,3,0,1,2,2,4,6,0,1,0,4,3,2,2,2,11,-1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,WI - Congressional District 6,WI - Congressional District 6,4
ANES 2020-22 Social Media Study 20230705,4889,1,48,2,4,1,1,13,TX,3,7,1,1,1,1,3,6,0,0,1,1,3,5,1,2,1,1,2,1,1,1,1,1,2,1,2,2,-1,1,-1,-1,1,TX - Congressional District 18,TX - Congressional District 18,2
ANES 2020-22 Social Media Study 20230705,4890,2,63,1,2,5,4,1,ID,4,8,1,1,1,1,1,1,0,0,0,0,1,3,2,4,10,-1,2,1,2,1,2,-7,1,1,2,2,1,1,-1,-1,-1,ID - Congressional District 1,ID - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4891,1,50,1,3,1,1,13,LA,3,7,0,1,1,1,2,3,0,0,0,0,3,4,2,2,11,-1,2,1,2,1,1,2,2,1,2,1,-1,1,-1,1,1,LA - Congressional District 3,LA - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,4892,2,75,1,3,1,5,8,WI,2,3,0,0,1,1,4,2,0,0,0,0,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,1,WI - Congressional District 3,WI - Congressional District 3,2
ANES 2020-22 Social Media Study 20230705,4893,2,68,3,3,1,5,13,CA,4,9,1,1,1,4,4,2,0,0,0,0,1,4,2,1,12,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,CA - Congressional District 5,CA - Congressional District 5,2
ANES 2020-22 Social Media Study 20230705,4894,1,57,4,3,1,1,11,IL,2,3,1,1,1,1,4,4,0,0,0,0,1,3,2,2,2,2,1,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,IL - Congressional District 17,IL - Congressional District 17,2
ANES 2020-22 Social Media Study 20230705,4895,2,64,4,3,1,7,18,TX,3,7,1,1,1,1,2,6,0,0,0,0,4,3,2,2,2,2,2,1,2,1,1,1,2,1,1,2,-1,1,1,-1,1,TX - Congressional District 7,TX - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,4896,1,74,1,4,4,5,7,MI,2,3,1,0,1,4,4,1,0,0,0,0,1,3,2,2,1,2,2,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,1,MI - Congressional District 8,MI - Congressional District 8,2
ANES 2020-22 Social Media Study 20230705,4897,2,35,2,3,5,1,6,IL,2,3,1,1,2,1,4,3,0,0,2,0,1,4,2,2,1,2,2,1,1,1,1,2,2,1,1,1,-1,1,1,1,1,IL - Congressional District 2,IL - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4898,1,50,4,3,1,1,14,CA,4,9,1,1,1,1,2,6,0,2,2,1,4,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,CA - Congressional District 41,CA - Congressional District 41,1
ANES 2020-22 Social Media Study 20230705,4899,2,61,1,4,1,1,16,OR,4,9,1,1,1,1,4,2,0,0,0,0,2,5,2,2,12,2,2,2,2,1,1,2,2,1,2,2,-1,1,-1,-1,1,OR - Congressional District 5,OR - Congressional District 5,4
ANES 2020-22 Social Media Study 20230705,4900,2,34,1,3,3,1,6,SD,2,4,1,1,2,1,4,2,0,0,0,0,2,3,2,2,9,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,SD - Congressional District (at Large),SD - Congressional District (at Large),2
ANES 2020-22 Social Media Study 20230705,4901,2,45,1,3,1,7,18,NE,2,4,1,1,1,1,4,5,0,0,0,3,2,4,2,2,1,2,1,1,2,2,1,1,2,2,1,2,-1,-1,1,-1,1,NE - Congressional District 2,NE - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4902,1,31,1,3,1,1,11,TN,3,6,1,1,1,1,4,2,0,0,0,0,2,3,2,2,10,-1,2,2,2,1,1,3,2,2,1,2,-1,-1,1,-1,1,TN - Congressional District 5,TN - Congressional District 5,3
ANES 2020-22 Social Media Study 20230705,4903,2,30,2,3,1,4,7,MD,3,5,1,0,1,2,4,5,0,2,1,0,2,3,2,2,1,1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,MD - Congressional District 7,MD - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,4904,2,35,1,3,6,1,11,MN,2,4,1,1,2,3,4,3,0,0,0,1,2,3,2,2,12,2,2,2,2,1,1,3,2,1,1,1,-1,1,1,1,1,IL - Congressional District 16,-6,2
ANES 2020-22 Social Media Study 20230705,4905,1,57,1,3,1,1,14,TX,3,7,1,1,1,1,2,2,0,0,0,0,2,3,2,2,14,2,2,2,1,1,1,2,2,2,2,2,-1,-1,-1,-1,1,TX - Congressional District 13,TX - Congressional District 13,4
ANES 2020-22 Social Media Study 20230705,4906,1,35,1,3,1,1,8,NY,1,2,1,1,2,3,3,5,0,0,0,0,2,5,2,2,14,-1,1,2,1,1,1,1,1,1,2,1,1,1,-1,2,1,NY - Congressional District 7,NY - Congressional District 7,1
ANES 2020-22 Social Media Study 20230705,4907,1,23,4,3,6,7,2,CA,4,9,1,1,2,3,4,2,0,0,0,0,2,4,2,2,12,2,1,2,1,1,1,1,2,2,1,1,-1,-1,1,1,2,CA - Congressional District 37,CA - Congressional District 37,2
ANES 2020-22 Social Media Study 20230705,4908,2,39,1,3,3,1,9,CA,4,9,1,1,2,1,4,5,0,0,1,2,2,3,2,2,12,2,2,2,2,2,2,3,1,1,1,1,2,1,1,2,1,CA - Congressional District 8,CA - Congressional District 8,1
ANES 2020-22 Social Media Study 20230705,4909,1,59,1,4,5,1,11,OR,4,9,1,1,2,3,2,1,0,0,0,0,1,2,2,2,10,-1,2,1,2,1,1,1,1,1,2,2,1,1,-1,-1,1,OR - Congressional District 1,OR - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4910,2,31,1,3,1,7,7,TN,3,6,1,1,1,1,4,4,0,0,0,0,1,3,2,2,1,1,2,2,2,1,1,4,2,1,1,2,-1,1,1,-1,1,TN - Congressional District 7,TN - Congressional District 7,3
ANES 2020-22 Social Media Study 20230705,4911,1,36,1,3,1,1,15,CA,4,9,1,1,2,1,4,6,0,1,3,0,3,3,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,CA - Congressional District 4,CA - Congressional District 4,2
ANES 2020-22 Social Media Study 20230705,4912,2,52,4,2,5,7,6,TX,3,7,1,0,3,4,4,6,0,0,1,2,3,2,2,2,12,2,1,2,2,2,1,2,1,2,1,1,1,-1,1,1,1,TX - Congressional District 8,-6,3
ANES 2020-22 Social Media Study 20230705,4913,2,41,2,2,5,2,2,WV,3,5,1,1,2,1,4,2,0,0,0,0,2,4,2,2,11,-1,2,1,2,1,1,1,2,1,2,2,-1,1,-1,-1,1,WV - Congressional District 1,WV - Congressional District 1,2
ANES 2020-22 Social Media Study 20230705,4914,2,80,1,2,2,5,8,OR,4,9,1,1,1,4,3,1,0,0,0,0,1,4,2,2,1,1,2,2,2,1,2,2,2,2,2,2,-1,-1,-1,-1,1,OR - Congressional District 2,OR - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4915,2,28,3,3,5,1,7,NY,1,2,1,0,2,1,2,6,0,0,0,4,3,2,2,3,11,-1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,NY - Congressional District 26,NY - Congressional District 26,2
ANES 2020-22 Social Media Study 20230705,4916,2,39,4,3,1,1,9,CA,4,9,1,1,2,1,4,5,0,0,0,0,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,CA - Congressional District 43,CA - Congressional District 43,2
ANES 2020-22 Social Media Study 20230705,4917,1,34,1,4,1,1,14,IL,2,3,1,1,2,3,4,2,0,0,0,0,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,IL - Congressional District 11,IL - Congressional District 11,2
ANES 2020-22 Social Media Study 20230705,4918,2,29,3,3,5,2,13,CA,4,9,1,1,1,1,4,4,0,0,0,0,4,5,2,2,9,-1,1,2,2,1,1,1,2,1,1,2,-1,1,1,-1,1,CA - Congressional District 39,CA - Congressional District 39,2
ANES 2020-22 Social Media Study 20230705,4919,2,45,4,5,1,1,11,NM,4,8,0,1,1,1,4,6,0,0,0,0,1,3,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,NM - Congressional District 2,NM - Congressional District 2,1
ANES 2020-22 Social Media Study 20230705,4920,2,33,1,1,3,4,6,FL,3,5,1,1,2,4,4,4,0,1,0,0,3,3,2,2,12,2,2,2,2,2,2,3,2,1,1,1,-1,1,1,1,2,FL - Congressional District 1,FL - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4921,1,80,1,3,1,5,10,CA,4,9,1,1,1,1,1,2,0,0,0,0,2,3,1,2,1,1,2,1,2,2,2,2,2,1,2,2,-1,2,-1,-1,1,CA - Congressional District 1,CA - Congressional District 1,1
ANES 2020-22 Social Media Study 20230705,4922,1,28,1,3,5,1,5,NE,2,4,1,1,2,3,4,2,0,0,0,0,2,4,2,2,12,2,2,2,2,1,1,2,1,1,1,1,-7,1,1,1,1,NE - Congressional District 1,NE - Congressional District 1,4
ANES 2020-22 Social Media Study 20230705,4923,2,56,2,3,5,6,1,WI,2,3,1,0,2,3,4,1,0,0,0,0,1,2,2,2,1,1,2,1,1,2,2,3,2,1,2,1,-1,1,-1,2,1,WI - Congressional District 6,WI - Congressional District 6,2
ANES 2020-22 Social Media Study 20230705,4924,2,44,1,2,1,1,10,RI,1,1,1,1,1,1,2,5,0,0,0,0,4,4,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,-1,-1,1,RI - Congressional District 2,RI - Congressional District 2,2
ANES 2020-22 Social Media Study 20230705,4925,1,47,1,3,1,1,17,MD,3,5,1,1,1,1,2,4,0,0,0,0,4,4,2,2,2,2,2,2,2,1,1,2,2,1,2,2,-1,2,-1,-1,1,MD - Congressional District 7,-6,1
ANES 2020-22 Social Media Study 20230705,4926,1,63,1,3,5,7,7,WA,4,9,1,1,3,3,3,2,0,0,0,0,2,3,2,2,14,2,2,1,1,1,2,1,2,2,2,2,-1,-1,-1,-1,1,WA - Congressional District 7,WA - Congressional District 7,2
